======================================================================
FP8 TRAINING - DDP MULTI-GPU
======================================================================

------------------Configuration-------------------
Device: NVIDIA H100 80GB HBM3 x 1
DDP: True (rank 0/1)
Mode: fp8_tensorwise
Steps: 1335 (optimizer steps)
Micro batch size: 64 per GPU
Gradient accumulation: 32
Effective batch size: 2048 sequences
Sequence length: 1024
Tokens per step: 2,097,152
Learning rate: 0.0003 (warmup: 26 steps, min: 3e-05)
Validation every: 500 steps
Model preset: 125M

----------------------Model-----------------------
Parameters: 0.14B (142.5M)
Layers: 12
Heads: 12 (KV: 4)
Embed dim: 768

------------------FP8 Conversion------------------
Converted 61/85 Linear layers to Float8Linear
NCCL version 2.21.5+cuda12.4

-------------------Compilation--------------------
Compiling model with torch.compile()...

-----------------------Data-----------------------
Data: 100 shards, ~10.00B tokens total
Data: 1 shards, ~0.10B tokens total
Train data: data/pretrain/train_*.bin
Val data: data/pretrain/val_*.bin
Tokens per optimizer step: 2,097,152
Total tokens: 2799.7M (2.80B)

---------------------Logging----------------------
Log file: experiments/125M_fp8_20260107_110339/train_fp8_125M.csv
Checkpoint: experiments/125M_fp8_20260107_110339/checkpoint_fp8_125M.pt

======================================================================
Starting training...
======================================================================

[rank0]:W0107 11:03:52.162000 5393 site-packages/torch/_logging/_internal.py:1089] [0/0] Profiler function <class 'torch.autograd.profiler.record_function'> will be ignored
step      1/1335 | loss: 10.7340 | ppl: 45890.8 | lr: 1.15e-05 | grad: 4.38 | tok/s: 97626 | tokens: 2.1M | train_time: 21.5s | wall_time: 21.5s
step     10/1335 | loss: 9.9991 | ppl: 22007.0 | lr: 1.15e-04 | grad: 3.00 | tok/s: 385412 | tokens: 21.0M | train_time: 1.2m | wall_time: 1.2m
step     20/1335 | loss: 8.7430 | ppl: 6266.5 | lr: 2.31e-04 | grad: 2.98 | tok/s: 377041 | tokens: 41.9M | train_time: 2.1m | wall_time: 2.1m
step     30/1335 | loss: 7.5177 | ppl: 1840.3 | lr: 3.00e-04 | grad: 2.77 | tok/s: 369621 | tokens: 62.9M | train_time: 3.0m | wall_time: 3.0m
step     40/1335 | loss: 6.9882 | ppl: 1083.8 | lr: 3.00e-04 | grad: 7.19 | tok/s: 364049 | tokens: 83.9M | train_time: 4.0m | wall_time: 4.0m
step     50/1335 | loss: 6.7403 | ppl: 845.8 | lr: 3.00e-04 | grad: 2.17 | tok/s: 382912 | tokens: 104.9M | train_time: 4.9m | wall_time: 4.9m
step     60/1335 | loss: 6.4377 | ppl: 624.9 | lr: 3.00e-04 | grad: 0.47 | tok/s: 377044 | tokens: 125.8M | train_time: 5.8m | wall_time: 5.8m
step     70/1335 | loss: 6.2362 | ppl: 510.9 | lr: 2.99e-04 | grad: 0.49 | tok/s: 377701 | tokens: 146.8M | train_time: 6.7m | wall_time: 6.7m
step     80/1335 | loss: 6.0772 | ppl: 435.8 | lr: 2.99e-04 | grad: 0.51 | tok/s: 372522 | tokens: 167.8M | train_time: 7.7m | wall_time: 7.7m
step     90/1335 | loss: 6.0432 | ppl: 421.2 | lr: 2.98e-04 | grad: 0.37 | tok/s: 375818 | tokens: 188.7M | train_time: 8.6m | wall_time: 8.6m
step    100/1335 | loss: 5.9495 | ppl: 383.6 | lr: 2.98e-04 | grad: 0.69 | tok/s: 367800 | tokens: 209.7M | train_time: 9.5m | wall_time: 9.5m
step    110/1335 | loss: 5.8412 | ppl: 344.2 | lr: 2.97e-04 | grad: 0.42 | tok/s: 385410 | tokens: 230.7M | train_time: 10.5m | wall_time: 10.5m
step    120/1335 | loss: 5.7482 | ppl: 313.6 | lr: 2.97e-04 | grad: 0.46 | tok/s: 365061 | tokens: 251.7M | train_time: 11.4m | wall_time: 11.4m
step    130/1335 | loss: 5.6390 | ppl: 281.2 | lr: 2.96e-04 | grad: 1.21 | tok/s: 374574 | tokens: 272.6M | train_time: 12.3m | wall_time: 12.3m
step    140/1335 | loss: 5.5964 | ppl: 269.4 | lr: 2.95e-04 | grad: 0.38 | tok/s: 375794 | tokens: 293.6M | train_time: 13.3m | wall_time: 13.3m
step    150/1335 | loss: 5.6000 | ppl: 270.4 | lr: 2.94e-04 | grad: 0.57 | tok/s: 373692 | tokens: 314.6M | train_time: 14.2m | wall_time: 14.2m
step    160/1335 | loss: 5.4010 | ppl: 221.6 | lr: 2.93e-04 | grad: 0.57 | tok/s: 374450 | tokens: 335.5M | train_time: 15.2m | wall_time: 15.2m
step    170/1335 | loss: 5.3650 | ppl: 213.8 | lr: 2.92e-04 | grad: 0.58 | tok/s: 365221 | tokens: 356.5M | train_time: 16.1m | wall_time: 16.1m
step    180/1335 | loss: 5.3009 | ppl: 200.5 | lr: 2.91e-04 | grad: 0.62 | tok/s: 370754 | tokens: 377.5M | train_time: 17.0m | wall_time: 17.0m
step    190/1335 | loss: 5.2092 | ppl: 183.0 | lr: 2.90e-04 | grad: 0.44 | tok/s: 385809 | tokens: 398.5M | train_time: 18.0m | wall_time: 18.0m
step    200/1335 | loss: 5.3078 | ppl: 201.9 | lr: 2.88e-04 | grad: 0.85 | tok/s: 381142 | tokens: 419.4M | train_time: 18.9m | wall_time: 18.9m
step    210/1335 | loss: 5.1439 | ppl: 171.4 | lr: 2.87e-04 | grad: 0.52 | tok/s: 390062 | tokens: 440.4M | train_time: 19.8m | wall_time: 19.8m
step    220/1335 | loss: 5.0975 | ppl: 163.6 | lr: 2.86e-04 | grad: 1.09 | tok/s: 367583 | tokens: 461.4M | train_time: 20.8m | wall_time: 20.8m
step    230/1335 | loss: 5.1710 | ppl: 176.1 | lr: 2.84e-04 | grad: 0.75 | tok/s: 378401 | tokens: 482.3M | train_time: 21.7m | wall_time: 21.7m
step    240/1335 | loss: 5.0147 | ppl: 150.6 | lr: 2.83e-04 | grad: 0.53 | tok/s: 371579 | tokens: 503.3M | train_time: 22.6m | wall_time: 22.6m
step    250/1335 | loss: 4.9361 | ppl: 139.2 | lr: 2.81e-04 | grad: 0.97 | tok/s: 360225 | tokens: 524.3M | train_time: 23.6m | wall_time: 23.6m
step    260/1335 | loss: 4.8486 | ppl: 127.6 | lr: 2.79e-04 | grad: 0.53 | tok/s: 376173 | tokens: 545.3M | train_time: 24.5m | wall_time: 24.5m
step    270/1335 | loss: 4.8304 | ppl: 125.3 | lr: 2.78e-04 | grad: 0.77 | tok/s: 378718 | tokens: 566.2M | train_time: 25.4m | wall_time: 25.4m
