======================================================================
FP8 TRAINING - DDP MULTI-GPU
======================================================================

------------------Configuration-------------------
Device: NVIDIA H100 80GB HBM3 x 1
DDP: True (rank 0/1)
Mode: bf16
Steps: 1335 (optimizer steps)
Micro batch size: 64 per GPU
Gradient accumulation: 32
Effective batch size: 2048 sequences
Sequence length: 1024
Tokens per step: 2,097,152
Learning rate: 0.0003 (warmup: 26 steps, min: 3e-05)
Validation every: 500 steps
Model preset: 125M

----------------------Model-----------------------
Parameters: 0.14B (142.5M)
Layers: 12
Heads: 12 (KV: 4)
Embed dim: 768
NCCL version 2.21.5+cuda12.4

-------------------Compilation--------------------
Compiling model with torch.compile()...

-----------------------Data-----------------------
Data: 100 shards, ~10.00B tokens total
Data: 1 shards, ~0.10B tokens total
Train data: data/pretrain/train_*.bin
Val data: data/pretrain/val_*.bin
Tokens per optimizer step: 2,097,152
Total tokens: 2799.7M (2.80B)

---------------------Logging----------------------
Log file: experiments/125M_bf16_20260107_135440/train_bf16_125M.csv
Checkpoint: experiments/125M_bf16_20260107_135440/checkpoint_bf16_125M.pt

======================================================================
Starting training...
======================================================================

[rank0]:W0107 13:54:53.733000 6881 site-packages/torch/_logging/_internal.py:1089] [0/0] Profiler function <class 'torch.autograd.profiler.record_function'> will be ignored
step      1/1335 | loss: 10.7430 | ppl: 46306.9 | lr: 1.15e-05 | grad: 4.26 | tok/s: 87588 | tokens: 2.1M | train_time: 23.9s | wall_time: 23.9s
step     10/1335 | loss: 10.0029 | ppl: 22090.9 | lr: 1.15e-04 | grad: 2.91 | tok/s: 374636 | tokens: 21.0M | train_time: 1.2m | wall_time: 1.2m
step     20/1335 | loss: 8.7668 | ppl: 6417.3 | lr: 2.31e-04 | grad: 2.95 | tok/s: 369288 | tokens: 41.9M | train_time: 2.2m | wall_time: 2.2m
step     30/1335 | loss: 7.7150 | ppl: 2241.6 | lr: 3.00e-04 | grad: 2.85 | tok/s: 377231 | tokens: 62.9M | train_time: 3.1m | wall_time: 3.1m
step     40/1335 | loss: 6.9616 | ppl: 1055.3 | lr: 3.00e-04 | grad: 2.27 | tok/s: 368390 | tokens: 83.9M | train_time: 4.0m | wall_time: 4.0m
step     50/1335 | loss: 6.7501 | ppl: 854.2 | lr: 3.00e-04 | grad: 0.84 | tok/s: 380916 | tokens: 104.9M | train_time: 5.0m | wall_time: 5.0m
step     60/1335 | loss: 6.4886 | ppl: 657.6 | lr: 3.00e-04 | grad: 0.81 | tok/s: 370949 | tokens: 125.8M | train_time: 5.9m | wall_time: 5.9m
step     70/1335 | loss: 6.2836 | ppl: 535.7 | lr: 2.99e-04 | grad: 0.51 | tok/s: 371136 | tokens: 146.8M | train_time: 6.8m | wall_time: 6.8m
step     80/1335 | loss: 6.1333 | ppl: 460.9 | lr: 2.99e-04 | grad: 0.32 | tok/s: 373186 | tokens: 167.8M | train_time: 7.8m | wall_time: 7.8m
step     90/1335 | loss: 6.1054 | ppl: 448.3 | lr: 2.98e-04 | grad: 0.80 | tok/s: 372982 | tokens: 188.7M | train_time: 8.7m | wall_time: 8.7m
step    100/1335 | loss: 5.9781 | ppl: 394.7 | lr: 2.98e-04 | grad: 0.44 | tok/s: 381067 | tokens: 209.7M | train_time: 9.6m | wall_time: 9.6m
step    110/1335 | loss: 5.8875 | ppl: 360.5 | lr: 2.97e-04 | grad: 0.40 | tok/s: 380782 | tokens: 230.7M | train_time: 10.6m | wall_time: 10.6m
step    120/1335 | loss: 5.7829 | ppl: 324.7 | lr: 2.97e-04 | grad: 0.53 | tok/s: 376527 | tokens: 251.7M | train_time: 11.5m | wall_time: 11.5m
step    130/1335 | loss: 5.6644 | ppl: 288.4 | lr: 2.96e-04 | grad: 0.63 | tok/s: 381758 | tokens: 272.6M | train_time: 12.4m | wall_time: 12.4m
step    140/1335 | loss: 5.6171 | ppl: 275.1 | lr: 2.95e-04 | grad: 0.39 | tok/s: 383092 | tokens: 293.6M | train_time: 13.3m | wall_time: 13.3m
step    150/1335 | loss: 5.6403 | ppl: 281.6 | lr: 2.94e-04 | grad: 0.73 | tok/s: 379561 | tokens: 314.6M | train_time: 14.3m | wall_time: 14.3m
step    160/1335 | loss: 5.4467 | ppl: 232.0 | lr: 2.93e-04 | grad: 0.96 | tok/s: 382813 | tokens: 335.5M | train_time: 15.2m | wall_time: 15.2m
step    170/1335 | loss: 5.4035 | ppl: 222.2 | lr: 2.92e-04 | grad: 0.63 | tok/s: 375237 | tokens: 356.5M | train_time: 16.1m | wall_time: 16.1m
step    180/1335 | loss: 5.3378 | ppl: 208.1 | lr: 2.91e-04 | grad: 0.80 | tok/s: 374214 | tokens: 377.5M | train_time: 17.0m | wall_time: 17.0m
step    190/1335 | loss: 5.2425 | ppl: 189.1 | lr: 2.90e-04 | grad: 0.48 | tok/s: 378629 | tokens: 398.5M | train_time: 18.0m | wall_time: 18.0m
step    200/1335 | loss: 5.3390 | ppl: 208.3 | lr: 2.88e-04 | grad: 0.85 | tok/s: 381964 | tokens: 419.4M | train_time: 18.9m | wall_time: 18.9m
step    210/1335 | loss: 5.1717 | ppl: 176.2 | lr: 2.87e-04 | grad: 0.57 | tok/s: 367863 | tokens: 440.4M | train_time: 19.8m | wall_time: 19.8m
step    220/1335 | loss: 5.1007 | ppl: 164.1 | lr: 2.86e-04 | grad: 0.46 | tok/s: 384169 | tokens: 461.4M | train_time: 20.7m | wall_time: 20.7m
step    230/1335 | loss: 5.1862 | ppl: 178.8 | lr: 2.84e-04 | grad: 0.71 | tok/s: 379736 | tokens: 482.3M | train_time: 21.6m | wall_time: 21.6m
step    240/1335 | loss: 5.0377 | ppl: 154.1 | lr: 2.83e-04 | grad: 0.48 | tok/s: 383537 | tokens: 503.3M | train_time: 22.6m | wall_time: 22.6m
step    250/1335 | loss: 4.9438 | ppl: 140.3 | lr: 2.81e-04 | grad: 0.71 | tok/s: 373603 | tokens: 524.3M | train_time: 23.5m | wall_time: 23.5m
step    260/1335 | loss: 4.8746 | ppl: 130.9 | lr: 2.79e-04 | grad: 0.70 | tok/s: 375329 | tokens: 545.3M | train_time: 24.4m | wall_time: 24.4m
step    270/1335 | loss: 4.8441 | ppl: 127.0 | lr: 2.78e-04 | grad: 0.52 | tok/s: 381462 | tokens: 566.2M | train_time: 25.3m | wall_time: 25.3m
step    280/1335 | loss: 4.8513 | ppl: 127.9 | lr: 2.76e-04 | grad: 0.57 | tok/s: 378509 | tokens: 587.2M | train_time: 26.2m | wall_time: 26.2m
step    290/1335 | loss: 4.8572 | ppl: 128.7 | lr: 2.74e-04 | grad: 1.07 | tok/s: 375351 | tokens: 608.2M | train_time: 27.2m | wall_time: 27.2m
step    300/1335 | loss: 4.7523 | ppl: 115.9 | lr: 2.72e-04 | grad: 0.45 | tok/s: 380946 | tokens: 629.1M | train_time: 28.1m | wall_time: 28.1m
step    310/1335 | loss: 4.6039 | ppl: 99.9 | lr: 2.70e-04 | grad: 0.67 | tok/s: 381095 | tokens: 650.1M | train_time: 29.0m | wall_time: 29.0m
step    320/1335 | loss: 4.6193 | ppl: 101.4 | lr: 2.68e-04 | grad: 0.51 | tok/s: 384972 | tokens: 671.1M | train_time: 29.9m | wall_time: 29.9m
step    330/1335 | loss: 4.5920 | ppl: 98.7 | lr: 2.66e-04 | grad: 0.62 | tok/s: 380988 | tokens: 692.1M | train_time: 30.8m | wall_time: 30.8m
step    340/1335 | loss: 4.6313 | ppl: 102.6 | lr: 2.63e-04 | grad: 0.75 | tok/s: 378877 | tokens: 713.0M | train_time: 31.8m | wall_time: 31.8m
step    350/1335 | loss: 4.7146 | ppl: 111.6 | lr: 2.61e-04 | grad: 0.85 | tok/s: 377115 | tokens: 734.0M | train_time: 32.7m | wall_time: 32.7m
step    360/1335 | loss: 4.5827 | ppl: 97.8 | lr: 2.59e-04 | grad: 0.67 | tok/s: 383702 | tokens: 755.0M | train_time: 33.6m | wall_time: 33.6m
step    370/1335 | loss: 4.5640 | ppl: 96.0 | lr: 2.57e-04 | grad: 0.64 | tok/s: 379342 | tokens: 775.9M | train_time: 34.5m | wall_time: 34.5m
step    380/1335 | loss: 4.5218 | ppl: 92.0 | lr: 2.54e-04 | grad: 0.53 | tok/s: 381296 | tokens: 796.9M | train_time: 35.4m | wall_time: 35.4m
step    390/1335 | loss: 4.5735 | ppl: 96.9 | lr: 2.52e-04 | grad: 1.04 | tok/s: 375595 | tokens: 817.9M | train_time: 36.4m | wall_time: 36.4m
step    400/1335 | loss: 4.4997 | ppl: 90.0 | lr: 2.49e-04 | grad: 0.58 | tok/s: 375136 | tokens: 838.9M | train_time: 37.3m | wall_time: 37.3m
step    410/1335 | loss: 4.5181 | ppl: 91.7 | lr: 2.47e-04 | grad: 0.80 | tok/s: 378716 | tokens: 859.8M | train_time: 38.2m | wall_time: 38.2m
step    420/1335 | loss: 4.4101 | ppl: 82.3 | lr: 2.44e-04 | grad: 0.62 | tok/s: 378278 | tokens: 880.8M | train_time: 39.1m | wall_time: 39.1m
step    430/1335 | loss: 4.4066 | ppl: 82.0 | lr: 2.41e-04 | grad: 0.87 | tok/s: 381596 | tokens: 901.8M | train_time: 40.1m | wall_time: 40.1m
step    440/1335 | loss: 4.3140 | ppl: 74.7 | lr: 2.39e-04 | grad: 0.88 | tok/s: 381084 | tokens: 922.7M | train_time: 41.0m | wall_time: 41.0m
step    450/1335 | loss: 4.2774 | ppl: 72.1 | lr: 2.36e-04 | grad: 0.50 | tok/s: 382297 | tokens: 943.7M | train_time: 41.9m | wall_time: 41.9m
step    460/1335 | loss: 4.2897 | ppl: 72.9 | lr: 2.33e-04 | grad: 0.89 | tok/s: 381303 | tokens: 964.7M | train_time: 42.8m | wall_time: 42.8m
step    470/1335 | loss: 4.2564 | ppl: 70.6 | lr: 2.30e-04 | grad: 0.63 | tok/s: 380434 | tokens: 985.7M | train_time: 43.7m | wall_time: 43.7m
step    480/1335 | loss: 4.2192 | ppl: 68.0 | lr: 2.27e-04 | grad: 0.91 | tok/s: 383171 | tokens: 1006.6M | train_time: 44.6m | wall_time: 44.6m
step    490/1335 | loss: 4.2367 | ppl: 69.2 | lr: 2.25e-04 | grad: 0.63 | tok/s: 377410 | tokens: 1027.6M | train_time: 45.6m | wall_time: 45.6m
/venv/fp8/lib/python3.12/site-packages/torch/_dynamo/variables/functions.py:679: UserWarning: Graph break due to unsupported builtin torch._C._distributed_c10d.PyCapsule._broadcast_coalesced. This function is either a Python builtin (e.g. _warnings.warn) or a third-party C/C++ Python extension (perhaps created with pybind). If it is a Python builtin, please file an issue on GitHub so the PyTorch team can add support for it and see the next case for a workaround. If it is a third-party C/C++ Python extension, please either wrap it into a PyTorch-understood custom operator (see https://pytorch.org/tutorials/advanced/custom_ops_landing_page.html for more details) or, if it is traceable, use torch.compiler.allow_in_graph.
  torch._dynamo.utils.warn_once(msg)
  → Checkpoint saved (val_loss: 4.2261)
