======================================================================
FP8 TRAINING - DDP MULTI-GPU
======================================================================

------------------Configuration-------------------
Device: NVIDIA H100 80GB HBM3 x 1
DDP: True (rank 0/1)
Mode: fp8_tensorwise
Steps: 26702 (optimizer steps)
Micro batch size: 64 per GPU
Gradient accumulation: 4
Effective batch size: 256 sequences
Sequence length: 1024
Tokens per step: 262,144
Learning rate: 0.0003 (warmup: 534 steps, min: 3e-05)
Validation every: 500 steps
Model preset: 350M

----------------------Model-----------------------
Parameters: 0.42B (416.5M)
Layers: 24
Heads: 16 (KV: 4)
Embed dim: 1024

------------------FP8 Conversion------------------
Converted 121/169 Linear layers to Float8Linear
NCCL version 2.21.5+cuda12.4

-------------------Compilation--------------------
Compiling model with torch.compile()...

-----------------------Data-----------------------
Data: 100 shards, ~10.00B tokens total
Data: 1 shards, ~0.10B tokens total
Train data: data/pretrain/train_*.bin
Val data: data/pretrain/val_*.bin
Tokens per optimizer step: 262,144
Total tokens: 6999.8M (7.00B)

---------------------Logging----------------------
Log file: experiments/350M_fp8_20260107_162640/train_fp8_350M.csv
Checkpoint: experiments/350M_fp8_20260107_162640/checkpoint_fp8_350M.pt

======================================================================
Starting training...
======================================================================

[rank0]:W0107 16:26:57.087000 8894 site-packages/torch/_logging/_internal.py:1089] [0/0] Profiler function <class 'torch.autograd.profiler.record_function'> will be ignored
step      1/26702 | loss: 10.7446 | ppl: 46380.8 | lr: 5.62e-07 | grad: 5.00 | tok/s: 3636 | tokens: 0.3M | train_time: 1.2m | wall_time: 1.2m
step     10/26702 | loss: 10.5806 | ppl: 39362.9 | lr: 5.62e-06 | grad: 2.84 | tok/s: 164371 | tokens: 2.6M | train_time: 1.4m | wall_time: 1.4m
step     20/26702 | loss: 10.3486 | ppl: 31214.9 | lr: 1.12e-05 | grad: 3.12 | tok/s: 168162 | tokens: 5.2M | train_time: 1.7m | wall_time: 1.7m
step     30/26702 | loss: 10.1515 | ppl: 25629.3 | lr: 1.69e-05 | grad: 3.25 | tok/s: 165998 | tokens: 7.9M | train_time: 2.0m | wall_time: 2.0m
step     40/26702 | loss: 9.9207 | ppl: 20347.7 | lr: 2.25e-05 | grad: 3.38 | tok/s: 166162 | tokens: 10.5M | train_time: 2.2m | wall_time: 2.2m
step     50/26702 | loss: 9.6971 | ppl: 16269.6 | lr: 2.81e-05 | grad: 2.88 | tok/s: 168045 | tokens: 13.1M | train_time: 2.5m | wall_time: 2.5m
step     60/26702 | loss: 9.3218 | ppl: 11179.0 | lr: 3.37e-05 | grad: 3.19 | tok/s: 167847 | tokens: 15.7M | train_time: 2.7m | wall_time: 2.7m
step     70/26702 | loss: 9.0142 | ppl: 8218.8 | lr: 3.93e-05 | grad: 2.93 | tok/s: 167085 | tokens: 18.4M | train_time: 3.0m | wall_time: 3.0m
step     80/26702 | loss: 8.6269 | ppl: 5579.7 | lr: 4.49e-05 | grad: 3.16 | tok/s: 167757 | tokens: 21.0M | train_time: 3.3m | wall_time: 3.3m
step     90/26702 | loss: 8.2326 | ppl: 3761.6 | lr: 5.06e-05 | grad: 3.20 | tok/s: 167157 | tokens: 23.6M | train_time: 3.5m | wall_time: 3.5m
step    100/26702 | loss: 7.8913 | ppl: 2674.0 | lr: 5.62e-05 | grad: 3.14 | tok/s: 168406 | tokens: 26.2M | train_time: 3.8m | wall_time: 3.8m
